transporteur,uic_origine,uic_destination,classe,profil_tarifaire,prix_minimum,prix_maximum
TGV INOUI,87485300,87393702,1,Tarif Normal,24,145
TGV INOUI,87393579,87741306,1,Tarif Normal,31,163
TGV INOUI,87391003,87478404,2,Tarif Réglementé,59,112
TGV INOUI,87611244,87393702,2,Tarif Réglementé,104,173
TGV INOUI,87741793,87387001,1,Tarif Normal,31,192
TGV INOUI,87571240,87393702,2,Tarif Normal,15,71
TGV INOUI,87345009,87741306,1,Tarif Normal,57,193
TGV INOUI,87751008,87393579,2,Tarif Normal,25,131
TGV INOUI,87473108,87393702,2,Tarif Réglementé,77,136
TGV INOUI,87471003,87393702,1,Tarif Normal,24,148
TGV INOUI,87393009,87742007,2,Tarif Normal,25,118
TGV INOUI,87391003,87486449,1,Tarif Réglementé,95,95
TGV INOUI,87393009,87413344,1,Tarif Normal,17,62
TGV INOUI,87391003,87473207,1,Tarif Réglementé,106,106
TGV INOUI,87571240,87393702,1,Tarif Normal,17,104
TGV INOUI,87583849,87393702,2,Tarif Normal,20,96
TGV INOUI,87741793,87393009,2,Tarif Réglementé,92,164
TGV INOUI,87761007,87393579,2,Tarif Normal,25,108
TGV INOUI,87582668,87393702,1,Tarif Normal,31,200
TGV INOUI,87575001,87393702,2,Tarif Normal,20,88
TGV INOUI,87741793,87387001,2,Tarif Normal,25,141
TGV INOUI,87393702,87583005,2,Tarif Normal,20,107
TGV INOUI,87393009,87444067,1,Tarif Normal,17,69
TGV INOUI,87694109,87393702,2,Tarif Normal,20,86
TGV INOUI,87611244,87393702,1,Tarif Réglementé,129,129
TGV INOUI,87671339,87393702,1,Tarif Normal,31,200
TGV INOUI,87747006,87393009,2,Tarif Normal,25,113
TGV INOUI,87393579,87444877,1,Tarif Normal,24,92
TGV INOUI,87611244,87393702,2,Tarif Normal,25,134
TGV INOUI,87447219,87393009,2,Tarif Normal,20,52
TGV INOUI,87582643,87393702,1,Tarif Normal,31,190
TGV INOUI,87478107,87393579,2,Tarif Normal,20,98
TGV INOUI,87393579,87484006,2,Tarif Normal,20,84
TGV INOUI,87476200,87393702,1,Tarif Réglementé,108,108
TGV INOUI,87471300,87393702,2,Tarif Réglementé,76,136
TGV INOUI,87391003,87473223,1,Tarif Normal,24,162
TGV INOUI,87393702,87741009,1,Tarif Normal,31,163
TGV INOUI,87393702,87571000,1,Tarif Réglementé,69,69
TGV INOUI,87723197,87393702,1,Tarif Normal,29,157
TGV INOUI,87575142,87393702,1,Tarif Réglementé,85,85
TGV INOUI,87741645,87393009,2,Tarif Réglementé,87,157
TGV INOUI,87345009,87742007,1,Tarif Normal,51,193
TGV INOUI,87742320,87393009,1,Tarif Normal,31,168
TGV INOUI,87671339,87393702,2,Tarif Réglementé,110,173
TGV INOUI,87391003,87473181,1,Tarif Réglementé,107,107
TGV INOUI,87671339,87393702,2,Tarif Normal,25,143
TGV INOUI,87393579,87413344,1,Tarif Normal,17,62
TGV INOUI,87746008,87393009,2,Tarif Normal,25,109
TGV INOUI,87391003,87485003,2,Tarif Normal,25,102
TGV INOUI,87582478,87393702,1,Tarif Réglementé,127,127
TGV INOUI,87476317,87393702,1,Tarif Réglementé,111,111
TGV INOUI,87393579,87447243,1,Tarif Normal,24,97
TGV INOUI,87444299,87393579,2,Tarif Normal,11,24
TGV INOUI,87741777,87393702,2,Tarif Réglementé,92,164
TGV INOUI,87474098,87393702,1,Tarif Normal,26,167
TGV INOUI,87391003,87478073,2,Tarif Réglementé,76,138
TGV INOUI,87746008,87393579,1,Tarif Normal,31,159
TGV INOUI,87393702,87677005,1,Tarif Normal,31,200
TGV INOUI,87741793,87393702,1,Tarif Normal,31,196
TGV INOUI,87688762,87393702,2,Tarif Normal,25,129
TGV INOUI,87741645,87393702,2,Tarif Réglementé,87,157
TGV INOUI,87473009,87393702,1,Tarif Normal,24,159
TGV INOUI,87345009,87741769,2,Tarif Normal,25,143
TGV INOUI,87486019,87393702,1,Tarif Réglementé,95,95
TGV INOUI,87391003,87473223,2,Tarif Réglementé,81,138
TGV INOUI,87391003,87481002,1,Tarif Normal,24,147
TGV INOUI,87345009,87746370,2,Tarif Normal,51,127
TGV INOUI,87761007,87393009,1,Tarif Normal,31,160
TGV INOUI,87391003,87485490,2,Tarif Réglementé,73,126
TGV INOUI,87391003,87474007,1,Tarif Normal,26,162
TGV INOUI,87391003,87481754,2,Tarif Réglementé,73,128
TGV INOUI,87393702,87484006,1,Tarif Réglementé,81,81
TGV INOUI,87743005,87393579,2,Tarif Normal,20,88
TGV INOUI,87575142,87393702,1,Tarif Normal,24,129
TGV INOUI,87722025,87393702,2,Tarif Normal,25,109
TGV INOUI,87688887,87393702,1,Tarif Normal,31,177
TGV INOUI,87391003,87677005,1,Tarif Réglementé,132,132
TGV INOUI,87471003,87393702,2,Tarif Normal,20,98
TGV INOUI,87391003,87487603,2,Tarif Normal,20,73
TGV INOUI,87741769,87393009,2,Tarif Normal,25,133
TGV INOUI,87688887,87393702,1,Tarif Réglementé,120,120
TGV INOUI,87473181,87393702,1,Tarif Normal,24,162
TGV INOUI,87345009,87742320,2,Tarif Normal,51,143
TGV INOUI,87582478,87393702,1,Tarif Normal,31,200
TGV INOUI,87741728,87393702,1,Tarif Normal,31,188
TGV INOUI,87741793,87393702,1,Tarif Réglementé,127,127
TGV INOUI,87396408,87391003,1,Tarif Normal,17,118
TGV INOUI,87471003,87393702,2,Tarif Réglementé,71,128
TGV INOUI,87393579,87413013,2,Tarif Normal,20,46
TGV INOUI,87741777,87393702,2,Tarif Normal,25,133
TGV INOUI,87745000,87393009,2,Tarif Normal,25,95
TGV INOUI,87393579,87741306,2,Tarif Normal,25,114
TGV INOUI,87345009,87745497,2,Tarif Normal,51,127
TGV INOUI,87741132,87393702,2,Tarif Normal,25,108
TGV INOUI,87741793,87393009,2,Tarif Normal,25,133
TGV INOUI,87763029,87393009,1,Tarif Réglementé,115,115
TGV INOUI,87473181,87393702,2,Tarif Normal,20,110
TGV INOUI,87763029,87393579,1,Tarif Réglementé,113,113
TGV INOUI,87741306,87393702,1,Tarif Normal,31,170
TGV INOUI,87481788,87393702,2,Tarif Normal,25,98
TGV INOUI,87391003,87582478,2,Tarif Réglementé,96,173
TGV INOUI,87393579,87742320,1,Tarif Normal,31,168
TGV INOUI,87345009,87746305,1,Tarif Normal,57,175
TGV INOUI,87393579,87447243,2,Tarif Normal,20,54
TGV INOUI,87742361,87393009,2,Tarif Normal,25,118
TGV INOUI,87393579,87444000,2,Tarif Normal,15,44
TGV INOUI,87611004,87345009,2,Tarif Normal,30,139
TGV INOUI,87391003,87672253,2,Tarif Normal,25,137
TGV INOUI,87584052,87393702,2,Tarif Normal,20,102
TGV INOUI,87485227,87393702,1,Tarif Normal,29,151
TGV INOUI,87393579,87447219,1,Tarif Normal,22,92
TGV INOUI,87677120,87345009,1,Tarif Normal,36,181
TGV INOUI,87471508,87393702,2,Tarif Normal,15,81
TGV INOUI,87391003,87586008,2,Tarif Réglementé,98,173
TGV INOUI,87703975,87393702,2,Tarif Réglementé,93,154
TGV INOUI,87741645,87393702,1,Tarif Réglementé,123,123
TGV INOUI,87444265,87393579,1,Tarif Normal,12,48
TGV INOUI,87345009,87746305,2,Tarif Normal,51,127
TGV INOUI,87393579,87478404,1,Tarif Normal,19,133
TGV INOUI,87582668,87393702,1,Tarif Réglementé,127,127
TGV INOUI,87763029,87393702,1,Tarif Normal,31,172
TGV INOUI,87444265,87393579,2,Tarif Normal,10,27
TGV INOUI,87393579,87514596,2,Tarif Normal,15,25
TGV INOUI,87781278,87393702,1,Tarif Normal,31,184
TGV INOUI,87583849,87393702,1,Tarif Normal,24,143
TGV INOUI,87611004,87393702,1,Tarif Normal,31,200
TGV INOUI,87473108,87393702,1,Tarif Normal,24,159
TGV INOUI,87473009,87393702,2,Tarif Réglementé,77,136
TGV INOUI,87391003,87673400,2,Tarif Réglementé,102,173
TGV INOUI,87762906,87393702,1,Tarif Réglementé,110,110
TGV INOUI,87393579,87484006,1,Tarif Normal,24,125
TGV INOUI,87478107,87393702,2,Tarif Normal,20,101
TGV INOUI,87393702,87581009,2,Tarif Réglementé,91,166
TGV INOUI,87671008,87393702,1,Tarif Normal,31,200
TGV INOUI,87393579,87447284,2,Tarif Normal,20,52
TGV INOUI,87611004,87393702,1,Tarif Réglementé,130,130
TGV INOUI,87478107,87393579,1,Tarif Normal,24,151
TGV INOUI,87393702,87583005,1,Tarif Normal,24,155
TGV INOUI,87677120,87393702,1,Tarif Réglementé,132,132
TGV INOUI,87773200,87393702,1,Tarif Normal,31,184
TGV INOUI,87611004,87393702,2,Tarif Normal,25,134
TGV INOUI,87481002,87393702,2,Tarif Réglementé,73,127
TGV INOUI,87474098,87393702,2,Tarif Normal,20,115
TGV INOUI,87471003,87393579,2,Tarif Normal,20,93
TGV INOUI,87391003,87672006,1,Tarif Réglementé,132,132
TGV INOUI,87396408,87396002,1,Tarif Réglementé,15,15
TGV INOUI,87481002,87393579,2,Tarif Normal,20,91
TGV INOUI,87473009,87391003,1,Tarif Réglementé,101,101
TGV INOUI,87722025,87393702,1,Tarif Normal,29,157
TGV INOUI,87742320,87393702,2,Tarif Normal,25,124
TGV INOUI,87746370,87393702,2,Tarif Réglementé,90,166
TGV INOUI,87381509,87718007,1,Tarif Normal,24,122
TGV INOUI,87413385,87393579,1,Tarif Normal,17,55
TGV INOUI,87751008,87393702,1,Tarif Réglementé,122,122
TGV INOUI,87391003,87672253,2,Tarif Réglementé,105,173
TGV INOUI,87673004,87393702,1,Tarif Réglementé,132,132
TGV INOUI,87478073,87393702,2,Tarif Normal,20,98
TGV INOUI,87474098,87391003,2,Tarif Réglementé,86,147
TGV INOUI,87473181,87396002,2,Tarif Normal,20,57
TGV INOUI,87742361,87393702,2,Tarif Normal,25,128
TGV INOUI,87471300,87396002,1,Tarif Réglementé,51,51
TGV INOUI,87481002,87393702,2,Tarif Normal,20,98
TGV INOUI,87396408,87393702,1,Tarif Réglementé,78,78
TGV INOUI,87741132,87393702,1,Tarif Normal,31,155
TGV INOUI,87742361,87393702,2,Tarif Réglementé,87,157
TGV INOUI,87747006,87393702,2,Tarif Normal,25,121
TGV INOUI,87381509,87765008,1,Tarif Normal,31,160
TGV INOUI,87478107,87393702,1,Tarif Normal,24,159
TGV INOUI,87751008,87393702,2,Tarif Normal,25,131
TGV INOUI,87396002,87765008,1,Tarif Normal,31,185
TGV INOUI,87741132,87393579,1,Tarif Normal,31,155
TGV INOUI,87393702,87474007,2,Tarif Normal,20,112
TGV INOUI,87381509,87381459,1,Tarif Normal,17,54
TGV INOUI,87474239,87396002,2,Tarif Normal,20,69
TGV INOUI,87471003,87396002,1,Tarif Normal,17,71
TGV INOUI,87471508,87391003,2,Tarif Réglementé,59,112
TGV INOUI,87393702,87581009,2,Tarif Normal,25,123
TGV INOUI,87381509,87413013,1,Tarif Normal,22,56
TGV INOUI,87762906,87393702,1,Tarif Normal,29,157
TGV INOUI,87391003,87784009,1,Tarif Normal,31,208
TGV INOUI,87742361,87393579,2,Tarif Normal,25,118
TGV INOUI,87393009,87413013,1,Tarif Normal,22,56
TGV INOUI,87471003,87393579,1,Tarif Normal,24,142
TGV INOUI,87763029,87393579,1,Tarif Normal,31,172
TGV INOUI,87746438,87393702,1,Tarif Normal,31,195
TGV INOUI,87761007,87393702,1,Tarif Normal,31,160
TGV INOUI,87393702,87673202,2,Tarif Normal,25,134
TGV INOUI,87476606,87391003,2,Tarif Réglementé,77,136
TGV INOUI,87742361,87393702,1,Tarif Normal,31,182
TGV INOUI,87471300,87396002,1,Tarif Normal,22,79
TGV INOUI,87763029,87393702,2,Tarif Réglementé,83,150
TGV INOUI,87411017,87393702,1,Tarif Normal,15,43
TGV INOUI,87478107,87391003,1,Tarif Normal,24,159
TGV INOUI,87745497,87393702,1,Tarif Normal,31,173
TGV INOUI,87471300,87391003,1,Tarif Normal,24,159
TGV INOUI,87763029,87393579,2,Tarif Réglementé,83,150
TGV INOUI,87471003,87393702,1,Tarif Réglementé,97,97
TGV INOUI,87481705,87391003,2,Tarif Réglementé,73,128
TGV INOUI,87393702,87396002,2,Tarif Normal,15,66
TGV INOUI,87474155,87391003,2,Tarif Réglementé,86,147
TGV INOUI,87773002,87393702,2,Tarif Réglementé,93,154
TGV INOUI,87723197,87393009,1,Tarif Normal,29,157
TGV INOUI,87481747,87393702,2,Tarif Réglementé,73,128
TGV INOUI,87396002,87484006,1,Tarif Réglementé,25,25
TGV INOUI,87474239,87391003,1,Tarif Normal,26,162
TGV INOUI,87476200,87396002,1,Tarif Réglementé,60,60
TGV INOUI,87725705,87393009,2,Tarif Normal,20,87
TGV INOUI,87575142,87391003,1,Tarif Réglementé,85,85
TGV INOUI,87582668,87391003,2,Tarif Réglementé,96,173
TGV INOUI,87474338,87396002,1,Tarif Normal,24,103
TGV INOUI,87746008,87393702,1,Tarif Normal,31,159
TGV INOUI,87476002,87393702,1,Tarif Réglementé,108,108
TGV INOUI,87481747,87393702,2,Tarif Normal,25,98
TGV INOUI,87393702,87396002,2,Tarif Réglementé,42,81
TGV INOUI,87762906,87393702,2,Tarif Réglementé,75,137
TGV INOUI,87746370,87393702,2,Tarif Normal,25,134
TGV INOUI,87391003,87474338,2,Tarif Réglementé,81,138
TGV INOUI,87485227,87393702,2,Tarif Normal,25,97
TGV INOUI,87471003,87396002,2,Tarif Réglementé,31,54
TGV INOUI,87476606,87391003,1,Tarif Réglementé,105,105
TGV INOUI,87481192,87396002,1,Tarif Normal,15,53
TGV INOUI,87391003,87478073,1,Tarif Normal,24,159
TGV INOUI,87393702,87581009,1,Tarif Normal,31,193
TGV INOUI,87762906,87393702,2,Tarif Normal,25,109
TGV INOUI,87763029,87393579,2,Tarif Normal,25,120
TGV INOUI,87481705,87396002,1,Tarif Réglementé,47,47
TGV INOUI,87741777,87393009,1,Tarif Normal,31,192
TGV INOUI,87481754,87393702,2,Tarif Normal,25,99
TGV INOUI,87473207,87396002,2,Tarif Réglementé,47,78
TGV INOUI,87393702,87396002,1,Tarif Normal,17,93
TGV INOUI,87673004,87391003,2,Tarif Réglementé,102,173
TGV INOUI,87476317,87393702,2,Tarif Normal,20,115
TGV INOUI,87485490,87393702,1,Tarif Normal,24,145
TGV INOUI,87773002,87393702,1,Tarif Réglementé,120,120
TGV INOUI,87476200,87396002,2,Tarif Réglementé,49,82
TGV INOUI,87761007,87393702,2,Tarif Normal,25,108
TGV INOUI,87481762,87393702,2,Tarif Réglementé,73,128
TGV INOUI,87481788,87393702,1,Tarif Réglementé,95,95
TGV INOUI,87486019,87396002,1,Tarif Normal,22,74
TGV INOUI,87478107,87396002,1,Tarif Réglementé,51,51
TGV INOUI,87473108,87396002,1,Tarif Normal,22,80
TGV INOUI,87673004,87393702,1,Tarif Normal,31,200
TGV INOUI,87387001,87447243,1,Tarif Normal,22,59
TGV INOUI,87476002,87396002,1,Tarif Réglementé,64,64
TGV INOUI,87396002,87484006,2,Tarif Réglementé,21,30
TGV INOUI,87481762,87396002,1,Tarif Normal,22,75
TGV INOUI,87677120,87393702,2,Tarif Normal,25,137
TGV INOUI,87393009,87444000,2,Tarif Normal,15,44
TGV INOUI,87781278,87391003,1,Tarif Normal,31,192
TGV INOUI,87393702,87484006,2,Tarif Normal,20,84
TGV INOUI,87703975,87391003,2,Tarif Normal,25,129
TGV INOUI,87391003,87485227,2,Tarif Réglementé,76,130
TGV INOUI,87393702,87673400,1,Tarif Normal,31,200
TGV INOUI,87393702,87741009,1,Tarif Réglementé,111,111
TGV INOUI,87393702,87571000,1,Tarif Normal,17,104
TGV INOUI,87763029,87393702,1,Tarif Réglementé,113,113
TGV INOUI,87391003,87485490,1,Tarif Réglementé,97,97
TGV INOUI,87486019,87393702,2,Tarif Normal,25,98
TGV INOUI,87396002,87478404,2,Tarif Réglementé,20,32
TGV INOUI,87473223,87396002,1,Tarif Normal,24,89
TGV INOUI,87481788,87396002,2,Tarif Normal,20,49
TGV INOUI,87703975,87393702,1,Tarif Réglementé,120,120
TGV INOUI,87393702,87673400,1,Tarif Réglementé,132,132
TGV INOUI,87478073,87396002,2,Tarif Normal,20,48
TGV INOUI,87473223,87396002,2,Tarif Normal,20,56
TGV INOUI,87393702,87586008,2,Tarif Normal,25,134
TGV INOUI,87742361,87393702,1,Tarif Réglementé,121,121
TGV INOUI,87393009,87741009,1,Tarif Réglementé,111,111
TGV INOUI,87393009,87413013,2,Tarif Réglementé,38,47
TGV INOUI,87481788,87396002,2,Tarif Réglementé,45,66
TGV INOUI,87763029,87393702,2,Tarif Normal,25,120
TGV INOUI,87391003,87575001,1,Tarif Réglementé,86,86
TGV INOUI,87571216,87393702,1,Tarif Normal,17,91
TGV INOUI,87413385,87393009,1,Tarif Normal,17,55
TGV INOUI,87723197,87396002,1,Tarif Normal,31,157
TGV INOUI,87784009,87393702,2,Tarif Normal,25,130
TGV INOUI,87582478,87393702,2,Tarif Réglementé,96,173
TGV INOUI,87582478,87393702,2,Tarif Normal,25,122
TGV INOUI,87473009,87396002,1,Tarif Réglementé,56,56
TGV INOUI,87393702,87677005,2,Tarif Réglementé,102,173
TGV INOUI,87396408,87396002,2,Tarif Normal,5,13
TGV INOUI,87723197,87393702,1,Tarif Réglementé,108,108
TGV INOUI,87411017,87393009,1,Tarif Normal,15,45
TGV INOUI,87393702,87781005,1,Tarif Normal,31,184
TGV INOUI,87485300,87391102,1,Tarif Normal,24,145
TGV INOUI,87478107,87396002,1,Tarif Normal,22,78
TGV INOUI,87393579,87413344,2,Tarif Normal,15,38
TGV INOUI,87391003,87473181,1,Tarif Normal,24,162
TGV INOUI,87474007,87396002,1,Tarif Réglementé,75,75
TGV INOUI,87478073,87396002,1,Tarif Normal,22,74
TGV INOUI,87481002,87396002,2,Tarif Réglementé,34,49
TGV INOUI,87746438,87393702,1,Tarif Réglementé,128,128
TGV INOUI,87723197,87393009,2,Tarif Normal,25,109
TGV INOUI,87741306,87393009,2,Tarif Normal,25,114
TGV INOUI,87393009,87413013,2,Tarif Normal,20,45
TGV INOUI,87444299,87393009,1,Tarif Normal,13,43
TGV INOUI,87391003,87586008,2,Tarif Normal,25,134
TGV INOUI,87474338,87393702,1,Tarif Réglementé,107,107
TGV INOUI,87471300,87393702,1,Tarif Réglementé,101,101
TGV INOUI,87393702,87741009,2,Tarif Normal,25,116
TGV INOUI,87473108,87396002,2,Tarif Normal,20,52
TGV INOUI,87396002,87484006,2,Tarif Normal,9,23
TGV INOUI,87582643,87393702,2,Tarif Normal,25,122
TGV INOUI,87481754,87396002,2,Tarif Réglementé,44,65
TGV INOUI,87393702,87742007,2,Tarif Normal,25,128
TGV INOUI,87473207,87396002,1,Tarif Normal,22,91
TGV INOUI,87393579,87722025,1,Tarif Normal,29,157
TGV INOUI,87688887,87393702,2,Tarif Normal,25,129
TGV INOUI,87741769,87393009,1,Tarif Normal,31,192
TGV INOUI,87741645,87396002,2,Tarif Normal,25,135
TGV INOUI,87481705,87396002,2,Tarif Normal,20,46
TGV INOUI,87393579,87741777,2,Tarif Normal,25,123
TGV INOUI,87741132,87393009,1,Tarif Normal,31,155
TGV INOUI,87474338,87396002,1,Tarif Réglementé,67,67
TGV INOUI,87411017,87393009,2,Tarif Normal,13,32
TGV INOUI,87481747,87396002,1,Tarif Réglementé,49,49
TGV INOUI,87393579,87742007,2,Tarif Normal,25,118
TGV INOUI,87476002,87393702,2,Tarif Réglementé,82,140
TGV INOUI,87762906,87396002,2,Tarif Réglementé,76,132
TGV INOUI,87741793,87396002,2,Tarif Réglementé,100,162
TGV INOUI,87745497,87396002,1,Tarif Normal,31,182
TGV INOUI,87411017,87393579,1,Tarif Réglementé,33,33
TGV INOUI,87741728,87393009,1,Tarif Normal,31,188
TGV INOUI,87742361,87393009,1,Tarif Normal,31,173
TGV INOUI,87723197,87393009,1,Tarif Réglementé,108,108
TGV INOUI,87746370,87396002,1,Tarif Réglementé,129,129
TGV INOUI,87473009,87396002,1,Tarif Normal,22,84
TGV INOUI,87741645,87393702,2,Tarif Normal,25,130
TGV INOUI,87481754,87396002,2,Tarif Normal,20,48
TGV INOUI,87396408,87393702,2,Tarif Réglementé,52,102
TGV INOUI,87471300,87393702,1,Tarif Normal,24,159
TGV INOUI,87471300,87391003,1,Tarif Réglementé,101,101
TGV INOUI,87672253,87393702,1,Tarif Normal,31,200
TGV INOUI,87396408,87481754,1,Tarif Réglementé,43,43
TGV INOUI,87741306,87393009,1,Tarif Normal,31,163
TGV INOUI,87481747,87396002,2,Tarif Réglementé,44,64
TGV INOUI,87722025,87393702,2,Tarif Réglementé,75,137
TGV INOUI,87741777,87393009,2,Tarif Normal,25,133
TGV INOUI,87476002,87393702,2,Tarif Normal,20,106
TGV INOUI,87746479,87396002,1,Tarif Réglementé,129,129
TGV INOUI,87474155,87396002,1,Tarif Normal,24,97
TGV INOUI,87741645,87393579,1,Tarif Normal,31,173
TGV INOUI,87478073,87393702,1,Tarif Normal,24,151
TGV INOUI,87741306,87396002,1,Tarif Réglementé,129,129
TGV INOUI,87741728,87393009,1,Tarif Réglementé,127,127
TGV INOUI,87762906,87396002,1,Tarif Normal,31,159
TGV INOUI,87473207,87396002,1,Tarif Réglementé,58,58
TGV INOUI,87672253,87393702,2,Tarif Réglementé,105,173
TGV INOUI,87741728,87396002,1,Tarif Normal,31,190
TGV INOUI,87761007,87396002,1,Tarif Normal,31,165
TGV INOUI,87486449,87396002,2,Tarif Réglementé,42,62
TGV INOUI,87751008,87393579,1,Tarif Normal,31,175
TGV INOUI,87741793,87393009,1,Tarif Normal,31,192
TGV INOUI,87411017,87413013,2,Tarif Réglementé,19,27
TGV INOUI,87741728,87393009,2,Tarif Normal,25,133
TGV INOUI,87547000,87396002,2,Tarif Normal,15,66
TGV INOUI,87741645,87393702,1,Tarif Normal,31,182
TGV INOUI,87743005,87393009,1,Tarif Normal,24,139
TGV INOUI,87478107,87393702,2,Tarif Réglementé,76,138
TGV INOUI,87471508,87393702,1,Tarif Normal,19,127
TGV INOUI,87722025,87396002,1,Tarif Normal,31,159
TGV INOUI,87474338,87396002,2,Tarif Réglementé,54,89
TGV INOUI,87741793,87393702,2,Tarif Réglementé,92,164
TGV INOUI,87741769,87396002,2,Tarif Normal,25,135
TGV INOUI,87476606,87396002,1,Tarif Réglementé,58,58
TGV INOUI,87481762,87396002,2,Tarif Normal,20,48
TGV INOUI,87478107,87391003,1,Tarif Réglementé,102,102
TGV INOUI,87746305,87393702,2,Tarif Normal,44,112
TGV INOUI,87722025,87396002,2,Tarif Normal,25,111
TGV INOUI,87396408,87481002,1,Tarif Réglementé,31,31
TGV INOUI,87393579,87723197,1,Tarif Normal,29,157
TGV INOUI,87742320,87393702,1,Tarif Normal,31,175
TGV INOUI,87391003,87582643,1,Tarif Réglementé,127,127
TGV INOUI,87742320,87396002,1,Tarif Normal,31,190
TGV INOUI,87476606,87396002,2,Tarif Réglementé,47,77
TGV INOUI,87476200,87393702,2,Tarif Normal,20,106
TGV INOUI,87571240,87391003,2,Tarif Normal,15,71
TGV INOUI,87747006,87393702,1,Tarif Réglementé,118,118
TGV INOUI,87481747,87393702,1,Tarif Réglementé,95,95
TGV INOUI,87396408,87481747,1,Tarif Normal,22,59
TGV INOUI,87393579,87747006,1,Tarif Normal,31,162
TGV INOUI,87393702,87396002,1,Tarif Réglementé,64,64
TGV INOUI,87391003,87583005,1,Tarif Normal,24,155
TGV INOUI,87742320,87396002,2,Tarif Normal,25,135
TGV INOUI,87393579,87413013,1,Tarif Normal,22,71
TGV INOUI,87481002,87393702,1,Tarif Réglementé,95,95
TGV INOUI,87582668,87391003,2,Tarif Normal,25,132
TGV INOUI,87584052,87393702,1,Tarif Normal,24,150
TGV INOUI,87741777,87396002,1,Tarif Normal,31,192
TGV INOUI,87741009,87396002,1,Tarif Réglementé,121,121
TGV INOUI,87481192,87393702,2,Tarif Normal,20,80
TGV INOUI,87746479,87393702,1,Tarif Normal,31,198
TGV INOUI,87741306,87393702,1,Tarif Réglementé,117,117
TGV INOUI,87742361,87396002,1,Tarif Réglementé,129,129
TGV INOUI,87741728,87396002,2,Tarif Réglementé,100,162
TGV INOUI,87743005,87393579,1,Tarif Normal,24,139
TGV INOUI,87671008,87391003,1,Tarif Normal,31,200
TGV INOUI,87586545,87393702,2,Tarif Normal,25,108
TGV INOUI,87481762,87393702,2,Tarif Normal,25,98
TGV INOUI,87411017,87741009,1,Tarif Normal,31,186
TGV INOUI,87741777,87396002,2,Tarif Normal,25,135
TGV INOUI,87746479,87393702,2,Tarif Réglementé,90,166
TGV INOUI,87741728,87393702,2,Tarif Normal,25,133
TGV INOUI,87741777,87396002,1,Tarif Réglementé,129,129
TGV INOUI,87411017,87393579,2,Tarif Normal,13,32
TGV INOUI,87763029,87411017,1,Tarif Normal,31,178
TGV INOUI,87473009,87396002,2,Tarif Normal,20,57
TGV INOUI,87391003,87713412,1,Tarif Normal,24,126
TGV INOUI,87742361,87396002,2,Tarif Normal,25,135
TGV INOUI,87481192,87393702,1,Tarif Normal,24,127
TGV INOUI,87393702,87478404,2,Tarif Réglementé,59,112
TGV INOUI,87481747,87396002,1,Tarif Normal,22,74
TGV INOUI,87393579,87741777,1,Tarif Normal,31,184
TGV INOUI,87741645,87411017,2,Tarif Réglementé,98,160
TGV INOUI,87411017,87741793,2,Tarif Normal,25,136
TGV INOUI,87746305,87396002,2,Tarif Normal,25,120
TGV INOUI,87393702,87487603,2,Tarif Normal,20,78
TGV INOUI,87746370,87393702,1,Tarif Réglementé,128,128
TGV INOUI,87746008,87396002,1,Tarif Normal,31,167
TGV INOUI,87742320,87396002,2,Tarif Réglementé,100,162
TGV INOUI,87582668,87393702,2,Tarif Réglementé,96,173
TGV INOUI,87474098,87396002,1,Tarif Normal,24,106
TGV INOUI,87391003,87775007,2,Tarif Normal,25,129
TGV INOUI,87486449,87393702,1,Tarif Normal,29,151
TGV INOUI,87411207,87413013,2,Tarif Normal,12,25
TGV INOUI,87746479,87396002,1,Tarif Normal,31,195
TGV INOUI,87781104,87391003,2,Tarif Normal,25,131
TGV INOUI,87672253,87393702,2,Tarif Normal,25,137
TGV INOUI,87746008,87396002,2,Tarif Normal,25,118
TGV INOUI,87571216,87393702,2,Tarif Réglementé,39,77
TGV INOUI,87747006,87396002,2,Tarif Réglementé,90,154
TGV INOUI,87393702,87677005,2,Tarif Normal,25,137
TGV INOUI,87471003,87391003,1,Tarif Réglementé,97,97
TGV INOUI,87761007,87393579,1,Tarif Normal,31,160
TGV INOUI,87411207,87413344,2,Tarif Normal,6,14
TGV INOUI,87671008,87393702,2,Tarif Normal,25,143
TGV INOUI,87781104,87393702,2,Tarif Normal,25,121
TGV INOUI,87746438,87393702,2,Tarif Réglementé,90,166
TGV INOUI,87742361,87396002,1,Tarif Normal,31,190
TGV INOUI,87571240,87393702,2,Tarif Réglementé,47,89
TGV INOUI,87393702,87581009,1,Tarif Réglementé,119,119
TGV INOUI,87784009,87393702,1,Tarif Normal,31,199
TGV INOUI,87741306,87393702,2,Tarif Normal,25,122
TGV INOUI,87746438,87396002,1,Tarif Réglementé,129,129
TGV INOUI,87413385,87411207,2,Tarif Normal,6,13
TGV INOUI,87393702,87586008,1,Tarif Réglementé,129,129
TGV INOUI,87741132,87396002,1,Tarif Normal,31,167
TGV INOUI,87476200,87391003,1,Tarif Normal,24,164
TGV INOUI,87746438,87396002,2,Tarif Normal,25,135
TGV INOUI,87575142,87393702,2,Tarif Normal,20,87
TGV INOUI,87514596,87413344,1,Tarif Normal,17,62
TGV INOUI,87741306,87396002,2,Tarif Réglementé,100,162
TGV INOUI,87741728,87393702,1,Tarif Réglementé,127,127
TGV INOUI,87747006,87396002,2,Tarif Normal,25,124
